Couname,PH3COUNTRY,PH2Country,industry,org,uniorg,ceocode,entrepre,promoted,link,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119
367,China                                                                      ,156,China,433,6,156006,2,NA,NA,1560062,6,7,6,4,4,6,6,2,6,7,6,NA,4,7,3,6,7,7,7,6,6,7,2,7,6,5,1,6,6,5,3,7,3,1,2,7,7,6,5,5,6,4,6,1,6,5,4,3,5,6,6,7,7,5,6,5,1,5,1,6,6,6,5,6,3,7,6,5,7,7,6,5,6,4,5,7,3,6,3,6,6,6,5,6,6,5,7,7,5,7,7,4,5,6,7,6,7,7,4,2,4,2,7,3,4,6,7,7,5,5,2,6,6,6,25,1,13,1,2
368,China                                                                      ,156,China,433,6,156006,3,NA,NA,1560063,7,7,7,7,7,7,7,4,6,6,6,6,1,3,4,3,5,4,3,6,5,4,4,5,4,4,2,4,5,4,4,4,4,4,4,5,4,5,4,4,3,4,5,4,5,3,3,2,4,4,3,3,4,3,3,4,4,3,4,6,6,3,4,2,4,3,3,4,4,4,6,4,3,6,3,4,4,5,4,5,3,3,3,4,4,6,5,3,3,2,7,2,4,7,6,6,NA,5,6,3,3,4,4,5,3,5,5,4,3,4,NA,2,5,1,32,1,18,2,2
369,China                                                                      ,156,China,333,7,156007,1,NA,NA,1560071,6,7,6,7,6,7,7,2,7,7,4,6,1,6,7,4,7,6,6,7,6,6,4,5,6,6,1,4,7,7,2,6,1,2,4,7,7,6,7,2,6,2,7,1,7,6,2,7,1,7,7,6,7,5,6,7,1,7,1,7,2,1,4,7,2,6,6,7,7,1,7,2,6,1,7,7,2,6,6,3,6,6,2,7,7,7,7,6,6,5,5,5,7,7,7,4,6,7,5,5,4,6,7,4,4,6,4,7,4,4,1,6,6,15,51,1,16,4,2
370,China                                                                      ,156,China,333,7,156007,2,NA,NA,1560072,7,7,7,7,7,7,7,7,7,6,6,7,2,5,4,6,7,7,7,7,6,6,2,7,7,7,1,1,7,6,2,7,1,1,1,7,7,1,7,3,7,2,7,1,7,7,3,7,2,7,7,7,7,6,6,7,1,7,1,7,1,1,6,7,1,7,7,7,7,4,7,6,7,1,7,7,1,6,6,3,7,7,5,5,7,6,7,7,7,7,5,3,7,7,7,6,6,7,5,5,5,6,7,6,6,7,6,5,4,4,1,6,6,1,34,1,14,3,2
371,China                                                                      ,156,China,333,7,156007,3,NA,NA,1560073,7,7,7,7,7,7,7,1,7,7,6,7,4,6,NA,6,6,7,7,7,6,7,4,6,6,6,1,1,7,6,2,7,1,1,2,6,6,1,7,3,6,3,7,1,6,6,4,4,4,5,7,6,7,NA,6,6,1,7,1,7,6,1,1,7,2,6,6,6,7,4,6,4,7,1,6,7,1,NA,6,7,1,6,NA,6,6,6,7,NA,6,5,3,5,7,7,7,5,7,7,7,6,6,7,7,6,7,7,6,7,6,6,1,7,7,6,54,2,13,2,2
372,China                                                                      ,156,China,421,8,156008,1,NA,NA,1560081,6,7,6,7,6,7,6,4,5,7,6,7,4,6,6,5,6,6,6,7,7,7,6,6,6,7,4,4,6,6,5,5,4,5,6,6,7,7,6,6,7,6,6,5,6,7,6,6,5,5,6,5,6,7,7,5,4,6,4,7,6,6,5,6,6,6,6,7,7,6,6,5,6,5,6,6,5,6,6,6,5,6,6,7,7,6,6,6,6,5,4,7,6,7,6,5,NA,6,6,5,5,6,5,5,6,6,7,7,7,5,4,7,7,5,42,1,13,1,2
373,China                                                                      ,156,China,421,8,156008,2,NA,NA,1560082,NA,NA,5,6,5,7,6,4,5,6,5,7,3,5,4,5,6,6,6,7,5,5,3,6,5,5,3,2,5,5,3,4,3,3,5,6,5,5,7,4,5,3,5,3,NA,5,3,5,4,5,5,5,6,4,5,5,5,2,2,7,5,3,4,3,5,6,5,6,5,5,6,3,5,3,5,5,4,5,5,3,5,5,3,5,6,3,3,5,5,6,3,4,6,7,5,3,NA,4,4,4,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
374,China                                                                      ,156,China,421,8,156008,3,NA,NA,1560083,4,6,6,7,6,7,7,5,5,7,6,7,2,5,4,4,5,5,6,7,6,5,2,6,5,6,1,3,6,6,3,4,1,4,4,7,6,4,7,1,4,5,6,1,7,4,3,6,2,6,7,4,6,4,6,4,1,6,1,7,6,3,3,4,5,4,5,5,5,4,6,4,6,4,6,6,5,4,6,3,6,4,4,6,6,5,5,7,6,5,2,5,6,7,6,5,NA,5,4,4,4,5,4,4,5,5,5,7,6,4,4,7,5,2,32,1,15,2,2
375,China                                                                      ,156,China,339,9,156009,1,NA,NA,1560091,5,5,5,5,5,5,5,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,5,5,4,5,3,3,4,5,5,5,5,5,5,3,5,3,5,5,4,5,4,5,5,4,5,4,5,5,3,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,4,5,5,4,4,5,5,5,4,5,5,5,5,4,NA,6,6,4,4,4,4,4,4,5,5,6,4,4,2,6,6,1,46,1,12,2,2
376,China                                                                      ,156,China,339,9,156009,2,NA,NA,1560092,6,6,6,7,6,7,7,3,6,6,7,5,3,5,5,NA,7,5,6,6,4,5,4,6,7,5,1,4,7,4,6,5,3,4,6,5,6,7,6,4,5,7,6,4,6,4,4,4,4,6,4,5,6,4,4,5,3,4,5,6,6,4,4,7,5,6,4,6,7,6,7,4,5,4,4,4,6,4,6,6,3,6,3,4,6,6,NA,4,7,4,5,4,5,6,5,6,NA,7,7,5,3,4,2,3,2,2,3,4,4,4,5,2,5,1,46,1,12,2,3
377,China                                                                      ,156,China,339,9,156009,3,NA,NA,1560093,6,7,7,7,6,6,NA,4,5,6,NA,6,2,5,4,5,6,5,5,4,5,5,3,5,5,NA,3,3,5,4,4,5,2,3,4,5,5,5,6,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,6,6,3,4,3,5,5,6,6,6,4,6,5,5,6,6,6,6,6,4,5,5,4,5,6,4,6,5,3,5,6,6,6,5,5,6,4,5,5,6,6,4,4,4,5,4,4,4,5,2,4,4,5,5,5,2,1,5,5,1,46,2,14,3,2
378,China                                                                      ,156,China,331,10,156010,1,NA,NA,1560101,5,4,6,6,6,7,7,1,7,6,5,5,4,6,4,5,6,7,4,7,4,4,4,6,6,6,1,2,4,6,3,1,1,1,4,5,6,5,6,1,4,4,6,2,6,4,7,5,1,4,4,6,4,4,6,4,5,6,1,7,3,2,4,4,6,4,4,6,5,4,6,2,5,1,6,6,1,5,5,4,5,5,4,6,6,6,4,5,4,5,3,4,7,7,7,4,6,7,7,4,4,5,7,7,4,6,3,7,3,3,1,7,7,NA,NA,NA,NA,NA,NA
379,China                                                                      ,156,China,331,10,156010,2,NA,NA,1560102,NA,6,4,6,6,7,7,1,7,7,7,7,1,4,5,6,7,7,7,4,6,7,5,7,7,7,1,5,5,7,3,7,2,2,5,6,7,5,7,3,7,4,6,3,6,5,4,6,1,6,6,5,7,4,3,6,2,7,2,7,6,6,NA,6,3,7,7,6,6,7,7,2,6,2,3,6,5,6,6,3,4,6,6,6,6,6,7,7,6,6,5,5,NA,NA,NA,NA,NA,7,4,4,4,6,4,2,6,6,4,NA,NA,NA,NA,NA,NA,1,37,1,10,2,2
380,China                                                                      ,156,China,331,10,156010,3,NA,NA,1560103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,China                                                                      ,156,China,325,11,156011,1,NA,NA,1560111,6,6,4,6,6,6,4,4,4,4,4,5,6,7,5,6,5,5,6,6,4,7,5,6,NA,6,1,1,5,5,1,5,7,4,4,6,6,4,6,4,6,6,6,4,4,4,4,6,5,6,6,NA,7,5,7,7,1,6,1,6,5,4,6,4,5,6,7,6,5,5,1,7,6,1,5,4,4,5,4,6,6,6,4,4,6,7,7,7,6,4,3,7,7,7,4,6,NA,5,4,4,4,5,4,1,6,7,5,3,3,3,3,5,7,13,29,1,15,3,2
382,China                                                                      ,156,China,325,11,156011,2,NA,NA,1560112,6,3,5,6,5,6,5,7,6,2,2,6,3,3,6,4,6,2,3,6,4,5,3,3,4,5,2,2,5,5,4,4,1,6,5,6,4,4,6,6,6,4,6,4,5,3,4,3,5,4,6,3,4,3,5,4,4,5,4,6,5,4,5,4,5,5,6,3,4,4,6,7,5,2,4,5,4,6,6,5,3,4,4,2,3,3,7,6,7,6,5,3,7,7,6,7,NA,7,7,6,4,6,7,6,6,6,6,5,1,1,1,7,7,15,25,1,16,2,2
383,China                                                                      ,156,China,325,11,156011,3,NA,NA,1560113,5,6,6,7,NA,6,5,4,5,5,4,6,4,5,6,5,5,6,5,4,5,5,3,5,6,7,4,2,5,7,4,5,3,5,5,5,6,6,5,5,6,1,7,4,6,5,7,5,6,5,6,5,6,5,6,6,2,6,2,5,5,5,5,6,6,6,6,6,7,5,5,3,6,4,5,6,3,5,6,3,5,6,2,5,6,1,3,2,6,7,4,6,6,7,7,2,NA,6,7,5,5,5,4,7,7,6,6,5,5,5,3,6,6,15,50,1,15,2,2
384,China                                                                      ,156,China,713,12,156012,1,NA,NA,1560121,7,7,4,7,6,7,4,2,6,6,2,5,3,6,7,4,6,6,7,5,6,5,3,4,4,4,2,1,4,5,3,7,1,1,5,6,7,4,5,7,6,6,6,2,6,7,7,7,6,6,6,5,5,4,4,4,2,4,1,6,6,2,4,6,6,5,6,5,6,6,6,6,6,2,6,6,1,1,3,3,4,3,3,NA,6,4,7,6,5,5,6,3,6,6,7,6,7,7,7,6,6,7,7,6,7,7,7,6,7,7,1,7,6,13,25,1,16,1,3
385,China                                                                      ,156,China,713,12,156012,2,NA,NA,1560122,6,6,7,7,7,6,6,1,6,5,6,7,3,6,6,5,6,6,6,6,5,5,3,5,6,6,1,1,6,7,4,6,1,1,4,6,6,4,6,4,6,4,6,1,6,6,4,4,3,5,6,5,6,5,6,6,1,5,4,6,7,5,4,6,3,6,6,6,7,6,6,5,6,1,6,6,4,6,6,1,5,6,4,6,6,5,4,5,5,4,4,5,5,7,5,3,4,7,4,3,3,5,4,3,5,6,6,6,5,5,2,4,4,1,58,1,12,2,3
386,China                                                                      ,156,China,713,12,156012,3,NA,NA,1560123,6,6,4,4,5,5,3,1,5,5,3,5,2,6,4,5,4,6,5,3,5,4,1,5,4,5,2,4,5,5,3,6,4,3,5,5,7,5,5,4,5,3,6,4,6,5,5,4,4,5,6,5,5,4,6,4,3,4,2,5,2,5,4,4,2,4,5,5,4,4,5,3,4,2,5,6,2,4,5,5,4,5,2,4,5,2,5,5,6,5,4,5,5,7,6,4,4,4,5,4,2,6,4,4,6,4,4,5,4,1,1,6,6,3,28,2,14,2,3
387,China                                                                      ,156,China,531,13,156013,1,NA,NA,1560131,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,6,7,7,7,7,7,7,1,7,7,7,1,1,7,7,1,6,1,1,1,7,6,6,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,1,7,7,1,7,7,7,7,7,7,5,7,1,7,7,1,7,7,1,7,7,5,7,7,5,7,7,6,7,1,7,7,7,7,6,7,6,4,6,6,6,4,6,7,7,6,5,5,5,1,7,6,3,NA,2,15,NA,2
388,China                                                                      ,156,China,531,13,156013,2,NA,NA,1560132,6,7,7,7,7,7,7,2,7,6,4,7,6,6,6,7,6,6,5,NA,6,6,2,6,7,7,1,1,5,6,3,6,1,1,1,7,6,4,6,6,6,3,7,1,7,6,6,6,3,5,6,6,7,6,5,5,2,6,1,7,2,3,3,7,3,7,6,6,6,5,7,5,6,4,6,7,2,5,5,3,3,6,5,6,6,4,7,7,7,7,2,6,6,7,6,6,4,6,6,3,4,5,3,3,6,4,6,4,3,3,1,7,6,11,24,2,16,2,3
389,China                                                                      ,156,China,531,13,156013,3,NA,NA,1560133,5,5,6,6,6,7,6,5,6,5,6,7,5,5,6,5,6,6,5,7,6,6,6,6,6,6,4,4,5,6,5,5,3,4,6,7,6,7,6,4,6,6,7,5,7,5,6,6,6,6,7,5,7,5,5,5,4,5,4,7,6,6,4,5,6,6,6,6,6,7,7,5,6,4,5,5,4,4,4,6,4,5,5,5,6,5,5,5,6,5,3,6,6,6,5,5,6,5,4,3,3,3,3,4,4,5,5,5,4,3,2,5,6,1,NA,2,16,2,3
390,China                                                                      ,156,China,325,14,156014,1,NA,NA,1560141,6,6,6,7,5,6,6,6,6,7,5,6,6,6,6,6,6,5,5,7,7,6,2,7,6,5,1,1,6,7,4,5,4,3,2,3,5,5,5,4,5,6,6,6,5,4,5,5,4,5,6,6,5,6,6,6,5,6,2,6,5,5,5,6,4,6,6,6,6,6,6,5,6,3,6,6,5,5,5,6,5,7,5,6,7,6,6,5,5,5,4,5,5,7,4,5,NA,7,6,5,4,4,4,4,4,5,4,5,5,5,NA,3,4,2,28,1,16,3,3
391,China                                                                      ,156,China,325,14,156014,2,NA,NA,1560142,7,7,7,6,6,6,6,6,6,5,6,7,7,7,5,6,6,7,6,6,6,6,6,5,5,1,2,2,3,6,3,6,3,3,2,6,5,6,5,5,5,6,6,4,4,3,5,3,6,5,7,7,7,6,6,6,2,6,2,6,6,4,5,6,5,6,6,6,7,5,6,6,7,3,4,6,5,5,6,4,4,6,7,7,6,6,6,7,7,6,3,7,7,6,6,6,NA,6,7,7,6,6,6,4,5,6,7,6,4,2,5,5,5,9,32,1,14,2,3
392,China                                                                      ,156,China,325,14,156014,3,NA,NA,1560143,6,6,6,7,7,6,5,6,6,6,5,6,6,5,6,5,5,6,6,5,5,4,3,5,5,5,2,5,6,6,5,4,2,5,4,6,6,6,6,6,6,6,6,5,6,5,4,5,4,5,5,6,6,6,5,7,6,6,3,6,4,5,5,6,4,6,6,6,6,7,7,7,6,2,5,6,5,5,6,4,5,5,6,5,6,6,7,6,7,6,6,6,6,6,5,6,NA,6,5,5,6,5,5,6,5,6,5,6,4,4,4,5,6,4,35,1,14,2,3
393,China                                                                      ,156,China,513,15,156015,1,NA,NA,1560151,7,7,7,6,6,7,7,6,6,6,6,7,6,7,5,5,6,7,7,6,6,5,4,5,5,5,1,1,2,6,3,6,2,1,3,7,7,5,6,4,6,7,7,4,5,3,5,3,6,6,7,6,6,7,7,7,2,6,1,7,7,4,5,7,5,7,6,7,7,5,7,6,7,3,3,7,5,6,5,4,4,7,6,6,7,6,7,7,7,6,2,7,6,7,6,7,NA,7,6,6,7,7,7,4,5,5,6,7,4,2,5,6,6,1,30,2,16,3,2
394,China                                                                      ,156,China,513,15,156015,2,NA,NA,1560152,7,6,6,6,7,6,7,6,6,6,7,7,7,6,5,5,6,6,7,7,6,6,5,6,5,1,2,1,2,7,3,7,2,2,3,7,6,5,5,4,6,7,7,4,5,3,5,2,6,7,6,6,7,7,6,6,2,5,2,6,7,4,5,7,6,6,6,6,6,5,6,6,7,3,3,6,5,6,6,4,5,6,6,7,7,5,6,6,6,6,3,6,6,6,6,7,NA,7,7,6,7,6,6,4,5,5,6,6,4,2,6,6,5,11,38,1,NA,3,2
395,China                                                                      ,156,China,513,15,156015,3,NA,NA,1560153,6,6,6,7,7,7,7,6,6,7,6,6,7,5,5,6,6,6,7,7,6,5,4,5,6,6,2,2,2,7,3,6,2,2,3,7,6,6,6,5,5,7,7,4,4,3,5,3,6,7,7,7,6,7,7,6,2,6,NA,7,6,4,5,6,6,6,5,7,6,6,6,6,6,2,2,6,5,6,5,4,5,7,7,7,6,6,6,6,6,7,1,7,7,6,6,6,NA,6,6,7,6,6,6,3,5,4,6,6,4,3,5,6,5,2,33,2,18,2,2
396,China                                                                      ,156,China,541,16,156016,1,NA,NA,1560161,7,2,6,7,6,6,4,5,3,3,5,5,6,6,2,6,5,6,4,4,2,2,5,6,2,7,6,6,7,7,5,6,6,3,4,5,6,5,3,5,4,5,4,5,6,4,4,5,3,5,4,5,3,3,4,6,4,5,6,6,6,5,6,5,6,5,6,5,7,6,2,3,6,7,7,6,5,6,5,4,3,5,3,4,5,5,7,6,6,6,4,6,7,7,7,7,NA,4,6,7,6,4,5,3,3,3,7,7,4,4,3,7,7,1,36,1,15,2,3
397,China                                                                      ,156,China,541,16,156016,2,NA,NA,1560162,7,2,7,7,6,7,4,5,3,6,6,5,6,5,2,6,5,6,4,4,2,3,5,6,7,6,6,6,6,6,7,5,5,6,3,4,5,6,5,3,5,5,4,5,6,4,4,5,4,5,4,5,5,3,2,3,6,4,5,5,6,5,6,5,5,6,7,7,7,4,3,7,6,6,4,5,7,6,7,5,7,5,4,6,6,5,7,7,6,6,4,4,5,7,7,6,NA,4,6,7,7,6,5,3,3,6,7,7,5,6,3,3,5,11,41,2,15,2,3
398,China                                                                      ,156,China,541,16,156016,3,NA,NA,1560163,7,3,7,6,6,6,4,5,3,6,3,5,6,6,7,3,5,7,3,4,6,4,6,7,7,7,4,5,6,7,7,5,6,3,7,6,7,7,4,3,5,5,5,6,6,7,7,7,7,6,4,3,4,5,6,7,5,4,3,2,4,5,6,7,7,6,5,5,6,6,5,4,3,4,5,6,3,2,5,6,7,5,3,4,6,5,7,7,6,6,4,6,7,7,7,6,NA,4,5,6,6,4,5,3,4,6,7,6,4,4,3,6,6,5,37,1,17,2,3
399,China                                                                      ,156,China,233,17,156017,1,NA,NA,1560171,7,6,6,3,5,5,4,6,5,5,5,7,5,5,4,3,5,3,4,4,5,5,3,5,2,4,4,4,6,6,5,2,3,4,4,6,5,5,4,5,5,5,4,4,6,3,4,4,3,4,4,4,6,5,5,6,3,4,3,3,4,5,3,3,4,5,6,4,5,5,5,5,6,5,4,4,3,6,5,5,4,5,3,3,6,6,7,6,7,7,5,6,6,7,6,7,NA,3,7,5,6,7,6,7,6,7,7,6,5,3,5,7,6,12,35,1,13,2,4
400,China                                                                      ,156,China,233,17,156017,2,NA,NA,1560172,7,5,5,3,5,5,4,3,5,5,5,7,4,5,5,3,5,3,4,5,5,4,3,5,2,4,5,4,6,7,5,2,4,4,6,6,7,4,4,6,5,5,6,4,6,3,4,4,3,4,4,3,6,5,5,6,4,4,5,5,4,5,5,4,5,5,4,5,6,5,4,5,6,5,4,3,3,5,6,7,4,6,3,4,5,6,7,6,7,5,6,6,7,6,6,6,NA,3,7,6,6,5,6,7,7,6,7,7,6,3,4,6,7,5,36,1,13,2,4
401,China                                                                      ,156,China,233,17,156017,3,NA,NA,1560173,7,5,4,3,5,5,4,3,5,4,5,7,4,5,5,3,5,3,4,4,5,3,3,5,2,5,5,4,6,6,5,2,5,3,4,5,2,3,4,4,5,5,5,4,6,3,3,4,3,3,4,4,6,6,5,6,3,4,3,4,5,3,4,3,5,5,5,4,4,5,4,5,4,6,5,4,3,5,6,6,4,5,3,3,5,6,7,7,7,7,5,6,6,7,6,7,NA,3,7,5,7,6,6,7,7,6,7,7,5,3,5,7,7,3,36,1,NA,2,4
402,China                                                                      ,156,China,333,18,156018,1,NA,NA,1560181,6,6,5,6,6,5,4,4,4,5,5,5,5,5,6,5,5,5,5,5,4,5,4,5,4,5,4,3,4,4,4,5,4,5,5,5,4,5,4,5,4,5,5,3,5,4,5,5,5,5,5,5,6,5,5,5,5,5,3,5,5,4,5,5,3,5,5,5,4,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,5,5,5,NA,7,7,4,4,4,4,4,4,4,5,6,6,5,6,7,7,1,51,1,18,3,4
403,China                                                                      ,156,China,333,18,156018,2,NA,NA,1560182,6,5,5,5,6,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,6,5,5,5,4,4,3,4,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,4,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,NA,7,7,4,4,4,4,4,4,4,5,6,6,5,6,7,7,2,50,1,20,2,4
404,China                                                                      ,156,China,333,18,156018,3,NA,NA,1560183,6,6,5,6,6,6,6,2,6,6,4,6,5,6,3,6,6,6,5,6,6,5,3,5,4,5,1,1,6,6,1,5,1,1,1,6,5,6,5,2,6,2,6,1,6,5,4,5,5,5,5,5,6,6,5,5,1,5,1,5,2,2,3,5,2,5,5,3,5,4,4,4,4,2,6,6,3,5,4,5,4,4,4,4,5,4,6,6,6,5,2,4,5,7,6,6,NA,7,6,5,4,4,5,4,4,5,4,5,4,4,3,7,6,1,NA,1,15,NA,4
405,China                                                                      ,156,China,541,19,156019,1,NA,NA,1560191,6,7,6,7,7,6,6,4,6,6,4,6,6,4,4,5,6,6,6,4,5,4,1,5,6,6,2,2,5,6,3,4,1,1,2,6,4,4,6,5,7,2,5,1,5,6,5,7,3,5,7,7,6,5,6,6,3,6,1,7,4,6,4,7,6,6,7,7,7,4,5,4,6,3,7,6,2,6,6,5,4,6,5,6,6,4,5,6,6,6,5,5,6,6,6,6,5,7,6,5,4,6,5,5,6,6,5,6,4,1,1,6,6,4,40,1,13,4,3
406,China                                                                      ,156,China,541,19,156019,2,NA,NA,1560192,6,6,7,6,6,7,5,1,6,6,4,5,2,6,5,6,7,6,6,6,6,6,2,5,5,6,1,1,6,5,3,5,1,1,3,6,6,3,6,2,6,2,6,2,6,4,3,6,5,6,6,6,6,6,6,6,2,6,2,6,2,2,2,5,3,6,5,6,6,6,6,2,6,3,6,6,3,6,6,3,5,6,4,5,6,5,5,2,6,6,2,4,6,7,6,3,NA,6,7,6,4,6,6,5,6,6,7,7,5,5,1,6,7,1,50,1,12,3,3
407,China                                                                      ,156,China,541,19,156019,3,NA,NA,1560193,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,5,3,4,4,5,5,4,3,3,3,5,4,4,5,6,5,4,5,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4,2,4,3,4,4,4,4,4,5,4,7,1,7,4,4,4,4,5,5,7,7,6,7,5,4,6,6,4,7,6,5,7,4,4,4,6,6,2,45,2,18,3,3
408,China                                                                      ,156,China,453,20,156020,1,NA,NA,1560201,6,6,6,6,6,6,6,2,6,5,5,5,4,6,5,6,6,6,6,6,6,6,2,4,6,6,1,1,6,5,2,4,1,4,5,6,6,4,6,4,5,4,4,2,4,3,4,6,4,5,5,5,6,5,4,4,1,6,1,5,4,5,5,6,3,5,6,6,5,6,4,5,6,2,6,4,2,4,3,3,5,5,4,5,6,5,5,5,5,5,3,5,5,5,5,5,NA,5,6,4,3,4,3,3,3,3,3,6,3,3,2,5,6,1,45,1,18,3,3
409,China                                                                      ,156,China,453,20,156020,2,NA,NA,1560202,7,5,5,6,5,7,7,4,5,6,6,7,5,5,6,6,6,7,7,6,6,7,2,6,5,6,1,1,5,7,6,2,1,1,3,7,6,6,7,3,6,3,5,2,6,5,6,6,2,5,7,6,6,5,6,6,6,1,1,7,2,5,4,6,2,7,7,5,6,4,6,6,6,2,6,6,2,6,6,5,5,6,5,5,6,3,5,4,6,6,2,6,6,7,6,5,NA,7,6,6,3,5,5,5,2,5,3,6,6,4,1,2,5,13,45,1,16,2,3
410,China                                                                      ,156,China,453,20,156020,3,NA,NA,1560203,6,6,6,7,6,7,7,3,6,6,6,7,6,7,7,6,6,6,6,7,7,7,1,7,7,6,1,1,6,6,2,6,1,1,2,7,7,5,6,4,6,3,6,1,6,6,2,6,3,7,7,6,6,6,6,6,1,6,1,7,3,3,3,6,3,6,7,7,7,6,7,4,7,1,6,7,2,5,6,2,6,7,4,6,7,6,6,7,6,6,3,7,7,7,6,6,NA,6,6,5,2,5,5,5,5,4,6,5,3,3,2,4,5,4,44,1,17,3,3
411,China                                                                      ,156,China,811,21,156021,1,NA,NA,1560211,6,6,6,7,6,6,5,1,5,5,5,5,2,5,5,4,5,6,6,5,5,5,3,5,5,6,1,1,6,5,3,5,1,2,4,5,5,5,5,4,4,3,5,2,5,4,3,4,3,5,6,5,5,4,5,5,2,6,1,5,4,4,3,5,4,5,5,5,7,6,6,4,5,2,5,7,2,4,4,3,4,5,3,4,5,5,5,3,6,3,4,3,5,6,4,5,5,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,46,1,13,2,3
412,China                                                                      ,156,China,811,21,156021,2,NA,NA,1560212,6,5,4,5,5,5,5,3,5,6,5,6,4,5,6,6,4,5,6,5,6,6,4,5,5,5,1,2,5,5,5,5,1,1,4,5,5,5,5,5,5,4,6,2,5,4,3,5,4,5,6,5,5,5,5,6,3,4,1,5,4,4,4,4,4,5,5,6,6,6,5,4,5,2,5,6,2,6,6,5,4,5,5,5,6,5,5,4,5,3,5,4,5,7,5,4,NA,4,4,4,4,4,5,3,4,4,2,4,4,4,4,4,4,13,45,1,15,3,3
413,China                                                                      ,156,China,811,21,156021,3,NA,NA,1560213,7,7,5,6,5,5,5,7,6,5,5,6,NA,6,6,5,5,7,6,4,5,5,4,5,5,6,4,4,5,5,4,6,4,4,4,5,6,6,5,4,5,4,5,4,5,4,3,4,4,4,5,6,5,4,5,5,NA,3,3,5,4,4,4,5,5,5,5,5,6,5,5,4,5,3,5,6,4,4,5,4,4,5,4,4,5,4,7,7,7,4,5,4,5,7,7,6,7,7,7,5,4,5,4,5,5,6,6,5,5,5,4,5,5,15,42,1,14,3,3
414,China                                                                      ,156,China,335,22,156022,1,NA,NA,1560221,7,7,6,6,6,5,4,3,6,5,6,5,4,5,4,6,7,7,7,6,7,7,1,5,7,7,1,1,5,6,3,5,1,NA,3,6,7,6,6,3,7,3,6,2,6,4,4,2,3,5,5,6,6,7,4,6,1,7,1,6,3,3,4,6,3,6,6,4,7,3,6,3,6,2,7,7,2,7,6,3,4,5,3,4,5,5,5,6,6,5,3,7,6,6,5,6,NA,6,6,5,5,5,4,4,4,5,5,6,4,4,3,7,6,15,30,2,17,3,2
415,China                                                                      ,156,China,335,22,156022,2,NA,NA,1560222,7,7,7,6,5,7,6,2,6,6,6,6,4,7,7,7,7,7,7,5,6,7,1,6,7,6,1,3,5,6,1,6,1,2,4,7,7,6,6,5,6,2,6,1,6,2,4,4,5,6,7,7,7,7,6,6,2,6,1,7,6,NA,5,4,1,7,7,6,7,7,6,6,7,1,6,7,2,5,6,3,5,7,6,6,6,6,6,4,7,7,1,6,7,6,5,5,NA,6,6,5,4,4,5,6,6,6,5,6,3,5,1,7,7,4,45,1,15,3,2
